Days Inn Hotel Food Service,4345 Genesee Street,Cheektowaga
Denny's Restaurant #8122,4610 Genesee Street,Cheektowaga
Derrick Manufacturing Corp.,590 Duke Road,Cheektowaga
Diamond Hawk Golf Course,255 Sonwil Drive,Cheektowaga
Dibella's Old Fashioned Subs,3900 Union Road,Cheektowaga
Dunkin Donuts,5090 Genesee Street,Cheektowaga
Dunkin Donuts,4395 Union Road,Cheektowaga
Dunkin Donuts,3501 Union Road,Cheektowaga
Easy Wok,One Walden Galleria Drive  F209,Cheektowaga
Eat Rite Foods,3525 Genesee Street,Cheektowaga
El Agave Mexican Restaurant,3870 Union Road,Cheektowaga
Elite Fine Dining,301 Cleveland Drive,Cheektowaga
Fairdale Banquet Center,672 Wehrle Drive,Cheektowaga
Fairfield Inn and Suites Food Service,4271 Genesee ST,Cheektowaga
Famous Daves,1753 Walden Avenue,Cheektowaga
Five Guys Burgers and Fries,One  Walden Galleria Drive,Cheektowaga
Fontana's Pizza and Sandwich,77 South Rossler Street,Cheektowaga
Francis J. Donovan Post #1626,3210 Genesee Street,Cheektowaga
Frenchview Family Restaurant,1340 French Road,Cheektowaga
Freshens at BNIA,4200 Genesee Street,Cheektowaga
Fu Sing,2563 Union Road,Cheektowaga
Gandy's,1203 Cleveland Drive,Cheektowaga
Golden Dragon,3650 Harlem Road,Cheektowaga
Gordon Biersch Brewery Restaurant,1 Walden Galleria Drive,Cheektowaga
Gordy's Inn,3676 Harlem Road,Cheektowaga
Granny's Kitchen,899 French Road,Cheektowaga
Hampton Inn Food Service,1745 Walden Avenue,Cheektowaga
Hampton Inn & Suites FSE,133  Buell Avenue,Cheektowaga
Hanzlian's Homemade Sausage & Deli,2351 Genesee Street,Cheektowaga
Harkness Career Center,99 Aero Drive,Cheektowaga
Heritage Education Program,777 Maryvale Drive,Cheektowaga
Hilton Garden Inn Buffalo Airport FSE,4201 Genesee Street,Cheektowaga
Holiday Inn Express Food Service,131 Buell Avenue,Cheektowaga
Holiday Inn Express Food Service,83 Anderson Road,Cheektowaga
Holiday Inn Food Service,4600 Genesee ST,Cheektowaga
Holiday Showcase Restaurant,3765 Union Road,Cheektowaga
Holiday Twin Rinks,3465 Broadway Street,Cheektowaga
Home 2 Suites Food Service,1999 Walden Avenue,Cheektowaga
Homewood Suites Hotel Food Service,760 Dick Road,Cheektowaga
Hot Dog Heaven,1551 Harlem Road,Cheektowaga
Hunan Wok,3842 Harlem Road Suite 100,Cheektowaga
IHOP #4773,50 Thruway Plaza Drive,Cheektowaga
Infant Of Prague Church/Senior Nutrition Program,921 Cleveland Drive,Cheektowaga
Ingersol Rand,3101 Broadway Street,Cheektowaga
IV Stallions Lounge,2912 William Street,Cheektowaga
iVend Services at Calspan,4455 Genesee Street,Cheektowaga
Jack Astor's Bar & Grill,One Walden Galleria Drive D-213,Cheektowaga
Jim's Family Restaurant,2125 Walden Avenue,Cheektowaga
John F Kennedy High School,305 Cayuga Creek Road,Cheektowaga
John & Mary's,3513 Harlem Road,Cheektowaga
Johnny's Burger Factory,One Walden Galleria Drive,Cheektowaga
Johnny's Pizzeria,4841 Union Road,Cheektowaga
J.J.'S Texas Hots,2984 Union Road,Cheektowaga
La Bella Sicilia,2909 Genesee Street,Cheektowaga
Lake Erie Pub at BNIA,4200 Genesee Street,Cheektowaga
Little Caesars Pizza,3842  Harlem Road,Cheektowaga
Longhorn Steakhouse #5464,2015 Walden Avenue,Cheektowaga
Lunetta's Drive In,878 Cleveland Drive,Cheektowaga
Macy's Place,3348 Genesee Street,Cheektowaga
Mademoiselle Folie Bergere,777 Aero Drive,Cheektowaga
Mangia Bene,3085 Harlem Road,Cheektowaga
Marriott Residence Inn Food Service,107 Anderson RD,Cheektowaga
Mary Queen Of Angels Catholic School,170 Rosewood Terrace,Cheektowaga
Marygold Manor,770 Maryvale Drive,Cheektowaga
Maryvale East Senior Complex,100 Moorman Drive,Cheektowaga
Maryvale Middle School,1050 Maryvale Drive,Cheektowaga
Maryvale Primary School,1 Nagel Drive,Cheektowaga
Maryvale Senior High School,1050 Maryvale Drive,Cheektowaga
Masonic Community Center,2379 Union Road,Cheektowaga
Master Pizza,2350 William Street,Cheektowaga
Mattie's (New Terminal),BNIA Genesee Street,Cheektowaga
Mayback's (Sub Shop & Deli),3035 Genesee Street,Cheektowaga
McDonald's,1735 Walden Avenue,Cheektowaga
McDonald's,4217 Genesee Street,Cheektowaga
McDonald's,3815 Union Road,Cheektowaga
McDonald's Restaurant,2256 Clinton Street,Cheektowaga
McDonald's Restaurant,2567 Union Road,Cheektowaga
McPartlan's Corner,669 Wehrle Drive,Cheektowaga
Michael's Town Shanty,2400 Clinton Street,Cheektowaga
Mighty Taco,2021 Walden Avenue,Cheektowaga
Mighty Taco,1435 French Road,Cheektowaga
"Millenium Buffalo, Food Service",2040 Walden Avenue,Cheektowaga
Milton's Famous Hot Dogs,3425 Union Road,Cheektowaga
Mister Dee's,450 Beach Road,Cheektowaga
Mr Smoothie,One Walden Galleria Drive,Cheektowaga
Mrs Field's Cookies,One Walden Galleria Drive,Cheektowaga
Mr. Bills Restaurant & Bar,1500 Cleveland Drive,Cheektowaga
Myron's Expressions at Knights Of Columbus,2735 Union Road,Cheektowaga
Neighbor's Bar,659 Cleveland Drive,Cheektowaga
New Hong Kong Kitchen,4178 Union Road,Cheektowaga
Nowak Catering,143 Patricia Lane,Cheektowaga
Olive Garden Italian Restaurant 1243,2011 Walden Avenue,Cheektowaga
Olympic Restaurant,4611 Genesee Street,Cheektowaga
Orazio's Italian Crepes,One Walden Galleria Drive,Cheektowaga
Otto's Restaurant,3972 Union Road,Cheektowaga
Oyishi Japan,1 Walden Galleria Mall F211,Cheektowaga
Panera Bread #1852,2001-2013 Walden Avenue,Cheektowaga
Papa Joe's,1011 Walden Avenue,Cheektowaga
Partners,395 Shanley Street,Cheektowaga
Partners Clam Stand,395 Shanley Street,Cheektowaga
Peter K's,2709 Harlem Road,Cheektowaga
PF Chang's China Bistro,One Walden Galleria Drive,Cheektowaga
Pharaoh's Gentlemans Club,999 Aero Drive,Cheektowaga
Pine Hill Elementary School,1635 East Delavan Avenue,Cheektowaga
Pine Hill Halal Meats,2286 Genesee Street,Cheektowaga
Pine Ridge Pizza & Subs,2421 Genesee Street,Cheektowaga
Pizza Factory,444 Borden Road,Cheektowaga
Pizza Hut # 12471,1410 French Road,Cheektowaga
Pizza Hut #12469,3527 Union Road,Cheektowaga
Polish Falcons Nest 6,3171 Broadway Street,Cheektowaga
Polish Villa,2954 Union Road,Cheektowaga
Polish Villa 2 U Food Truck,1085 Harlem Road,Cheektowaga
Polish Villa Part II,1085 Harlem Road,Cheektowaga
Pott's Deli & Grill,41 South Rossler Street,Cheektowaga
Pretzel Maker,One Walden Galleria Drive B-214,Cheektowaga
Pvt Leonard Post Jr VFW #6251,2450 Walden Avenue,Cheektowaga
Qdoba,2013 Walden Avenue,Cheektowaga
Quality Inn Food Service,4217 Genesee Street,Cheektowaga
Queen City Kitchen,4200 Genesee Street,Cheektowaga
Rafferty's Irish Pub,2794 Harlem Road,Cheektowaga
Ray's,2070 Clinton Street,Cheektowaga
Raymondo's Pizzeria,1580 East Delavan Avenue,Cheektowaga
Red Hawk Cafe,2001 Walden Avenue,Cheektowaga
Resurrection Life Fellowship,2145 Old Union Road,Cheektowaga
Ricota's Pizza,2405 William Street,Cheektowaga
Roz's Pizzeria,47 Kelly Drive,Cheektowaga
Ruby Tuesday #5180,1669 Walden Avenue,Cheektowaga
Sakura Sushi,3719 Union Road,Cheektowaga
Salsarita's Fresh Cantina,3901 Union Road,Cheektowaga
Salsarita's Fresh Cantina,One Walden Galleria Drive,Cheektowaga
Sbarro's At Walden Galleria,One Walden Galleria Drive F208,Cheektowaga
Shy's Subs and More,2300 Genesee Street,Cheektowaga
Sisters of Charity Hospital Saint Joseph Campus Gift Shop,2605 Harlem Road,Cheektowaga
Sky Zone Indoor Trampoline Park,425 Cayuga Road,Cheektowaga
Sleep Inn Food Service,100 Holtz Road,Cheektowaga
Smokey Bones Barbeque & Grill,2007 Walden Avenue,Cheektowaga
Sonic Restaurant,3601 Union Road,Cheektowaga
South Line Fire District #10,1049 French Road,Cheektowaga
Spare Time Bowling Center,2850 William Street,Cheektowaga
Stanley G Falk School,31 Rossler Street,Cheektowaga
Starbuck's Coffee #7879,One Walden Galleria,Cheektowaga
Starbuck's Coffee #7949,1775 Walden Avenue Suite 500,Cheektowaga
Starbucks Coffee,4243 Genesee Street,Cheektowaga
Starbucks Coffee #7665,4770 Transit Road,Cheektowaga
Subway,2789 Union Road,Cheektowaga
Subway,1625 Walden Avenue,Cheektowaga
Subway,1050 Harlem Road,Cheektowaga
Subway,3842 Harlem Road Suite 750,Cheektowaga
Subway,158 French Road,Cheektowaga
Subway,100 Thruway Plaza,Cheektowaga
Subway #04612,4236 Union Road,Cheektowaga
Subway #25386,One Walden Galleria Drive,Cheektowaga
Sugo,2501 Harlem Road,Cheektowaga
Taco Bell,3730 Union Road,Cheektowaga
Ted's Jumbo Red Hots,4878 Transit Road,Cheektowaga
Ted's Jumbo Red Hots,3637 Union Road,Cheektowaga
Texas De Brazil,One  Walden Galleria Drive,Cheektowaga
TGI Friday's,1746 Walden Avenue,Cheektowaga
The 33,3455 Genesee Street,Cheektowaga
The Center For Hospice & Palliative,225 Como Park Boulevard,Cheektowaga
The Cheesecake Factory,One Walden Galleria Drive,Cheektowaga
The Coffee Beanery at BNIA,4200 Genesee Street,Cheektowaga
The Edge Of Town Restaurant,2310 Genesee Street,Cheektowaga
The Landing Bar & Grill,4315 Genesee Street,Cheektowaga
The Louisiana Cookery,85 Westchester Drive,Cheektowaga
The Melting Pot,One Walden Galleria Ste.Th119,Cheektowaga
Theodore's Red Hots,3385 Union Road,Cheektowaga
Theodore Roosevelt School,2495 William Street,Cheektowaga
Tiffany's Cabaret Airport,5111 Genesee Street,Cheektowaga
Tim Horton's,3816 Union Road,Cheektowaga
Tim Horton's,3465 Union Road,Cheektowaga
Tim Horton's,1199 French Road,Cheektowaga
Tim Horton's #6007,2700 Union Road,Cheektowaga
Tim Hortons,2595 Union Road,Cheektowaga
Tim Hortons,1610 Walden Avenue,Cheektowaga
Tim Hortons,One Walden Galleria Drive,Cheektowaga
Tim Hortons,4301 Genesee Street,Cheektowaga
Tim Hortons,440 Pine Ridge Road,Cheektowaga
Tony's Pizzeria & Pasta,2770 Union Road,Cheektowaga
Tony's Take Out,3680 Harlem Road,Cheektowaga
TownePlace Suites Mariott Food,4265 Genesee Street,Cheektowaga
Train Stop Family Restaurant,1061 Harlem Road,Cheektowaga
Ukrainian Orthodox Hall,200 Como Park Boulevard,Cheektowaga
Union East Elementary School,3550 Union Road,Cheektowaga
Villa Maria College,240 Pine Ridge Road,Cheektowaga
Villa Maria Convent,600 Doat Street,Cheektowaga
Villa Pizza at BNIA,4200 Genesee Street,Cheektowaga
Violet Senior Apartments,11 Haley Lane,Cheektowaga
Walden Galleria 16,One Walden Galleria Drive,Cheektowaga
Walden Pub,1233 Walden Avenue,Cheektowaga
Which Wich & Bar at BNIA,4200 Genesee Street,Cheektowaga
Williamstowne Apartments,51A Williamstowne Court,Cheektowaga
World of Beer,One Walden Galleria Drive,Cheektowaga
WTF Chef,2810 Union Road,Cheektowaga
xylem,175 Standard Parkway,Cheektowaga
Yogen Fruz,One Walden Galleria Drive,Cheektowaga
Yum Yums,442 Beach Road,Cheektowaga
Zahz Pizza,596 Cayuga Road,Cheektowaga
Zhang Buffet,3525 Union Road,Cheektowaga
#getfried,One Walden Galleria,Cheektowaga
Boston Hotel,9373 Boston State Road,Boston
Boston Senior Citizen Center,8500 Boston State Road,Boston
Churchill Memorial United Methodist Church,8019 Boston State Road,Boston
Raphael's,8936 Boston State Road,Boston
Three Girls Cafe,8373 Boston State Road,Boston
Tim Hortons,7074 Boston State Road,Boston
Town of Boston Snack Shack,8500 Boston State Road,Boston
Center Street Smokehouse Food Truck,20 Center Street,Batavia
Michelles Catering Co.,4535   West Saile Drive,Batavia
St. Francis High School,4129 Lake Shore Road,Athol Springs
All Juiced Up!,3701 McKinley Parkway,Blasdell
American Legion,2075 Electric Avenue,Blasdell
Amore,4409 South Park Avenue,Blasdell
AMVETS 897,149 Lake  Avenue,Blasdell
Applebee's 3,4405 Milestrip Road,Blasdell
Arby's,3701 McKinley Parkway,Blasdell
Auntie Anne's,3701 McKinley Parkway,Blasdell
Auntie Anne's Pretzel Kiosk,3701 McKinley Parkway,Blasdell
Avanti Mansion,4409 South Park Avenue,Blasdell
Baker Victory Services Gateway,3556 Lake Shore Road,Blasdell
Barnes and Noble Booksellers,3701 McKinley Parkway,Blasdell
Bases Loaded,3355 Lake Shore Road,Blasdell
Bedrock Eatery,4038 Hoover Road,Blasdell
Black Iron Bystro,3648 South Park Avenue,Blasdell
Blasdell Elementary School,3780 South Park Avenue,Blasdell
Blasdell Inn,3868 South Park Avenue,Blasdell
Blasdell Lily Housing 049,36 Arthur Avenue,Blasdell
Blasdell McDonalds,3450 McKinley Parkway,Blasdell
Blasdell Pizza,3904 South Park Avenue,Blasdell
Blasdell Rod and Gun,3775 Jeffrey Drive,Blasdell
Blasdell Volunteer Fire Co.,121 Miriam Avenue,Blasdell
Boston Market 1809,4408 Milestrip Road,Blasdell
Buffalo's Best Pizza and Wings,4510 Lake Avenue,Blasdell
Buffalo Beef and Brew at McKinley Mall,3701 McKinley Parkway,Blasdell
Burger King 597,4175 McKinley Parkway,Blasdell
BWs Barbecue Restaurant and Catering,5007 Lake Avenue,Blasdell
Cheeburger Cheeburger,3701 McKinley Parkway #128,Blasdell
China King,4271 Lake  Avenue,Blasdell
Chipotle Mexican Grill 1668,4405 Milestrip Road 5,Blasdell
Chuck E Cheese # 516,4408 Milestrip Road,Blasdell
El Canelo,3670 McKinley Parkway Suite 8,Blasdell
Firehouse Subs,4405 Milestrip Road,Blasdell
Five Guys Burgers and Fries,3860 McKinley Parkway,Blasdell
Friendly's # 7470,3540 McKinley Parkway,Blasdell
Ilio DiPaolo's Restaurant,3785 South Park Avenue,Blasdell
Kaz's,113 Lake Avenue,Blasdell
Matayo's Pizza,3701 McKinley Parkway,Blasdell
McKinley 6 Theaters,3701 McKinley Parkway,Blasdell
Melanie's Eats and Sweets,4220 South Park Avenue,Blasdell
Mongolian Buffet,3513 McKinley Parkway,Blasdell
Nana's Mediterranean Restaurant,3701 McKinley Parkway,Blasdell
New Four Aces,3314 Lake Shore Road,Blasdell
Odyssey Family Restaurant,3933 South Park Avenue,Blasdell
Outback Steakhouse,3670 McKinley Parkway,Blasdell
Panera Bread Cafe # 1128,3701 McKinley Parkway,Blasdell
Pharaohs,3701 McKinley Parkway,Blasdell
Picasso's Pizza,4154 McKinley Parkway,Blasdell
Pirate Cove Concession on the Beach,3580  Lake Shore Road,Blasdell
Pizza Hut #12468,3497 McKinley Parkway,Blasdell
Planet Smoothie,3701 McKinley Parkway,Blasdell
Poppyseed Restaurant,3670 McKinley Parkway,Blasdell
Queen City Char Grill & JP Teriyaki,3701 McKinley Parkway 412,Blasdell
Rachel's Mediterranean,3860 McKinley Parkway,Blasdell
Red Lobster Restaurant 0426,1000 McKinley Mall,Blasdell
Rocko's Tacos,86 Lake Avenue,Blasdell
Ruby Tuesday #3661,3454 McKinley Parkway,Blasdell
Rust Belt Bar and Grill,3720 Lake Shore Road,Blasdell
Sneaker's,205 Martin Avenue,Blasdell
Starbucks Coffee #7486,3540 McKinley Parkway,Blasdell
Subway,4151 McKinley Parkway,Blasdell
Subway,3701 McKinley Parkway,Blasdell
Subway #24052,4408 Milestrip Road,Blasdell
TCBY,3860 McKinley Parkway,Blasdell
TGI Fridays,3701 McKinley Parkway,Blasdell
The Dog Shack,3379 Lake Shore Road,Blasdell
The Dog Shack,3379 Lake Shore Road,Blasdell
The Gold,3747 Lake Shore Road,Blasdell
The Olive Garden,3701 McKinley Parkway,Blasdell
The Warehouse,4360 Milestrip Road,Blasdell
Tim Horton's,3638 South Park Avenue,Blasdell
Tony's Bayview Drive In,3804 Lake Shore Road,Blasdell
Toots Tiki at Woodlawn Beach,3580 Lake Shore Road,Blasdell
Toots Tiki at Woodlawn Beach Mobile,3580 Lake Shore Road,Blasdell
"Wendy's Old Fashioned
 Hamburgers # 828",3513 McKinley Parkway,Blasdell
Wok-N-Roll,3701 McKinley Parkway,Blasdell
Woodlawn Diner,S-3200 Lake Shore Road,Blasdell
Krolick's Barbecue Inc,6864 North Woods Road,Arcade
"
A Taste of The Caribbean and Soul Food",200 William Street,Buffalo
007 Chinese Food,25 Grant Street,Buffalo
31 Club,31 Johnson Park,Buffalo
4 Play,45 West Chippewa Street,Buffalo
67 West,67 West Chippewa Street,Buffalo
710 Main Street,710 Main Street,Buffalo
716 Clubhouse Food Truck,75 Main Street,Buffalo
716 Sports Bar and Grill LLC,75 Main Street,Buffalo
99 Fast Food Restaurant,3396 Bailey Avenue,Buffalo
A-1 Vending,1500 Clinton Street-Unit #165 Unit #165,Buffalo
Abbott Road Pizza,1177 Abbott Road,Buffalo
Abyssinia Ethiopian Cuisine,25 Grant Street,Buffalo
Acqua,2192 Niagara Street,Buffalo
Acqua Patio Bar,2192 Niagara Street,Buffalo
Acropolis,708 Elmwood Avenue,Buffalo
Adam Mickiewicz Library,612 Fillmore Avenue,Buffalo
Adams Mark Banquet Kitchen,120 Church Street,Buffalo
Adams Mark Hotel-Main Kitchen,120 Church Street,Buffalo
Adams Mark Hotel-Players,120 Church Street,Buffalo
